Day,Location,Min Delay,Bound
Thursday,QUEEN AND KINGSTON,9,E
Thursday,SHAW AND ADELAIDE,8,S
Thursday,FORT YORK AND FLEET,9,S
Thursday,CARLTON AND ONTARIO,10,W
Thursday,COXWELL AND GERRARD,10,N
Thursday,SPADINA STATION,10,S
Thursday,QUEEN AND JOHN,6,W
Thursday,GERRARD AND PARLIAMENT,7,W
Thursday,QUEEN AND SOHO,6,W
Thursday,PARLIAMENT AND WINCHES,10,W
Thursday,WOLSELEY LOOP,8,W
Thursday,RONCESVALLES AND QUEEN,10,W
Thursday,KINGSTON AND QUEEN,10,N
Thursday,KING AND BATHURST,10,E
Thursday,UNION PLATFORM,7,E
Thursday,QUEENS QUAY AND HARBOU,10,S
Thursday,CASTLE FRANK STATION,10,E
Thursday,KING AND SUMACH,10,E
Thursday,GERRARD AND BROADVIEW,10,E
Thursday,FORT YORK TO QUEEN,15,N
Thursday,KING AND PETER,20,W
Thursday,SPADINA AND BREMNER,10,N
Thursday,ADALAIDE AND SPADINA,7,S
Thursday,QUEEN AND DUFFERIN,40,W
Friday,ST CLAIR AND CHRISTIE,25,E
Friday,QUEEN AND PARLIAMENT,8,E
Friday,QUEENS QUAY/FERRY DOCK,10,S
Friday,GERRARD AND CARLAW,10,E
Friday,VICTORIA PARK STATION,9,W
Friday,VICTORIA PARK STATION,7,N
Friday,21 PEEL AVE.,8,W
Friday,CASTLE FRANK STATION,9,E
Friday,565 GERRARD ST E,8,W
Friday,QUEEN AND BAY,5,W
Friday,CASTLE FRANK STATION,9,E
Friday,CASTLE FRANK STATION,7,E
Friday,BROADVIEW AND GERRARD,5,W
Friday,QUEEN AND GLADSTONE,18,E
Friday,ST CLAIR AND TWEEDSMUI,8,E
Friday,QUEEN AND TECUMSETH,54,E
Friday,LONG BRANCH LOOP,8,E
Friday,MCCAUL AND QUEEN,10,N
Friday,CNE LOOP,10,S
Friday,KING AND SHAW,10,E
Friday,CASTLE FRANK STATION,10,E
Friday,QUEEN AND DUFFERIN,10,E
Saturday,SPADINA AND FRONT,10,N
Saturday,CASTLE FRANK STATION,10,E
Saturday,SPADINA AND COLLEGE,10,S
Saturday,SPADINA AND COLLEGE,8,S
Saturday,BATHURST AND QUEEN,10,N
Saturday,ST CLAIR AND DUFFERIN,8,E
Saturday,DUNDAS AND PARLIAMENT,8,E
Saturday,KING AND JAMESON,10,E
Saturday,CARLTON AND ONTARIO,5,E
Saturday,KING AND CLOSE,10,W
Saturday,QUEEN AND DUFFERIN,15,E
Saturday,QUEENS QUAY AND FERRY,6,E
Saturday,BROADVIEW AND MOUNTSTE,5,E
Saturday,GERRARD AND MUNRO,5,W
Saturday,SPADINA AND KING,10,N
Saturday,EXHIBITION LOOP AND MA,15,E
Saturday,LONG BRANCH LOOP,6,W
Saturday,ST CLAIR W AND LAUGHTO,39,E
Saturday,QUEEN AND CARROLL,5,E
Saturday,LONG BRANCH LOOP,7,W
Saturday,BROADVIEW AND GERRARD,5,E
Saturday,HOWARD PARK AND RONCES,10,E
Saturday,LAKESHORE BLVD WEST AN,5,E
Saturday,QUEEN AND BROADVIEW,10,W
Saturday,DUNDAS AND EDNA,10,W
Saturday,QUEEN AND DUFFERIN,10,E
Saturday,WOLSELEY LOOP,10,N
Saturday,KINGSTON RD AND RAINSF,10,E
Sunday,QUEEN AND CARLAW,23,E
Sunday,LESLIE CARHOUSE,10,N
Sunday,QUEEN AND EASTERN,24,E
Sunday,ST CLAIR STATION,15,W
Sunday,SPADINA AND SULLIVAN,10,N
Sunday,DISTILLERY LOOP,10,W
Sunday,KING AND DUFFERIN,30,W
Sunday,QUEEN AND BROADVIEW,15,W
Sunday,BROADVIEW AND GERRARD,6,W
Sunday,BROADVIEW AND GERRARD,8,W
Sunday,QUEEN AND CONNAUGHT,5,W
Sunday,GERRARD AND GREENWOOD,8,W
Sunday,CASTLE FRANK STATION,8,W
Sunday,KING AND PETER,10,W
Sunday,RICHMOND AND CHURCH,10,W
Sunday,CHURCH AND RICHMOND,37,W
Sunday,QUEEN AND BROADVIEW,11,W
Sunday,QUEEN QUAY AND REES,6,W
Sunday,SPADINA AND QUEEN,10,N
Sunday,DUFFERIN AND LIBERTY,52,N
Monday,QUEEN AND HILTZ,10,W
Monday,DUNDAS AND YONGE,13,W
Monday,DUNDAS AND YONGE,16,W
Monday,CARLTON AND PARLIAMENT,16,E
Monday,QUEEN AND COXWELL,20,W
Monday,GERRARD AND MARJORY,8,W
Monday,LAKE SHORE AND ROYAL Y,6,W
Monday,2000 COLLEGE ST,10,E
Monday,QUEENS QUAY AND REES,21,E
Monday,QUEENS QUAY AND SPADIN,28,E
Monday,QUEEN AND KINGSTON,24,E
Monday,VICTORIA PARK STATION,27,W
Monday,QUEEN ABND DUFFERIN,10,E
Monday,GERRARD AND GREENWOOD,10,W
Monday,VICTORIA PARK STATION,9,W
Monday,QUEEN AND KINGSTON,13,E
Tuesday,QUEEN AND KINGSTON,10,W
Tuesday,COLLEGE AND GRACE,11,W
Tuesday,COLLEGE AND ST GEORGE,15,W
Tuesday,PARLIAMENT AND MCCAUL,15,W
Tuesday,COLLEGE AND QUEENS PAR,3,W
Tuesday,BROADVIEW AND DUNDAS,8,N
Tuesday,DUNDAS AND SORAUREN,19,W
Tuesday,QUEEN AND DUFFERIN,8,S
Tuesday,QUEEN AND KINGSTON,5,E
Tuesday,CASTLE FRANK STATION,7,W
Tuesday,KING AND BAY,10,W
Tuesday,GERRARD AND MUNRO,6,W
Tuesday,WOLSELEY LOOP,6,N
Tuesday,QUEEN AND COXWELL,12,W
Tuesday,QUEEN AND SPADINA,8,W
Tuesday,DUNDAS WEST STATION,10,W
Tuesday,QUEEN AND DUFFERIN,10,W
Tuesday,GREENWOOD AND GERRARD,10,E
Wednesday,QUEEN AND SHERBOURNE,20,W
Wednesday,QUEEN AND DUFFERIN,10,S
Wednesday,COLLEGE AND SPADINA,26,W
Wednesday,COLLEGE AND SPADINA,10,W
Wednesday,QUEEN AND KINGSTON,3,E
Wednesday,QUEEN AND DUFFERIN,5,W
Wednesday,QUEEN AND CAROL,8,W
Wednesday,KINGSTON RD AND BROOKS,8,E
Wednesday,DUNDAS AND STERLING,11,W
Wednesday,COLLEGE AND GRACE,5,E
Wednesday,GREENWOOD AND IVY,7,S
Wednesday,GERRARD AND MUNRO,6,W
Wednesday,QUEEN AND KINGSTON,10,E
Wednesday,LANSDOWNE AND COLLEGE,6,E
Wednesday,LAKESHORE AND BROWNS L,8,W
Wednesday,GERRARD AND PARLIAMENT,8,W
Wednesday,MCCAUL AND STEPHANIE,10,N
Wednesday,QUEEN AND DUFFERIN,8,E
Wednesday,QUEEN AND DUFFERIN,12,E
Wednesday,YORK AND KING,8,N
Wednesday,LAKESHORE AND MARINE P,8,E
Wednesday,326 BLOOR STREET WEST,10,S
Wednesday,COXWELL AND EARL HAIG,7,W
Wednesday,QUEEN AND CARROLL,8,E
Wednesday,ST CLAIR WEST STATION,25,E
Wednesday,HOWARD PARK AND PARKSI,10,E
Wednesday,QUEENS QUAY AND YORK,10,E
Wednesday,SPADINA AND QUEEN'S QU,18,S
Wednesday,DUFFERIN AND QUEEN,8,N
Wednesday,GERRARD AND PARLIAMENT,10,E
Wednesday,DUNDAS AND BLOOR,20,E
Thursday,QUEEN AND SHAW,8,E
Thursday,QUEEN AND BATHURST,8,W
Thursday,DISTILLERY LOOP,4,S
Thursday,NEVILLE PARK LOOP,25,E
Thursday,CHURCH AND RICHMOND,6,W
Thursday,QUEEN AND YORK,6,E
Thursday,KING AND TECUMSETH,10,W
Thursday,LAKESHORE AND BROWNSLI,8,W
Thursday,COLLEGE AND PARLIAMENT,10,E
Thursday,DUNDAS AVE AND SPADINA,10,W
Thursday,DUNDAS AND SPADINA,10,W
Thursday,BINGHAM LOOP,10,N
Thursday,KING AND SUDBURY,21,E
Thursday,KING AND JAMESON,13,W
Thursday,LAKE SHORE AND LOUISA,8,E
Thursday,DUNDAS AND JARVIS,10,W
Thursday,DUNDAS AND JARVIS,11,W
Thursday,CARLTON AND SHERBOURNE,10,E
Thursday,QUEEN AND DUFFERIN,8,E
Thursday,DUNDAS AND BLOOR,3,W
Thursday,ST. CLAIR AND DEER PAR,8,W
Thursday,WOLSELEY LOOP,10,E
Thursday,BATHURST AND FLEET,9,S
Thursday,WOLSELEY LOOP,10,E
Thursday,DUNDAS AND GRACE,9,W
Thursday,DUNDAS AND DOVERCOURT,15,E
Thursday,DUNDAS AND SHERIDAN,16,E
Thursday,PARLIAMENT AND GERRARD,20,E
Thursday,GERRARD AND BROADVIEW,15,E
Friday,KING AND DUFFERIN,10,S
Friday,NEVILLE LOOP,11,W
Friday,EXHIBITION LOOP,9,E
Friday,QUEEN AND COXWELL,17,N
Friday,BROADVIEW AND GERRARD,15,S
Friday,WOLSELEY LOOP,8,N
Friday,DUNDAS AND UNIVERSITY,10,W
Friday,CASTLE FRANK STATION,8,N
Friday,SPADINA AND COLLEGE`,12,N
Friday,CARLTON AND PARLIAMENT,44,E
Friday,LANSDOWNE AND DUNDAS -,10,W
Friday,QUEEN AND RONCESVALLES,9,W
Friday,KING AND BAY,16,W
Friday,WOLSELEY LOOP,10,E
Friday,GERRARD AND CARLAW,7,E
Friday,CASTLE FRANK STATION,9,E
Friday,MUNRO AND GERRARD,5,W
Friday,CASTLE FRANK STATION,9,E
Friday,KING AND RONCESVALLES,10,E
Friday,KIPLING AND BLOOR,8,N
Friday,GERRARD AND ALTON,10,E
Friday,QUEEN AND SACKVILLE,7,E
Friday,LAKESHORE AND FORTIETH,8,W
Friday,DANFORTH AND COXWELL,9,E
Friday,QUEEN AND WOODFIELD,9,E
Friday,COXWELL AND CASCI,9,S
Friday,BATHURST STATION,10,S
Friday,DUNDAS AND SHERBOURNE,10,E
Friday,BROWNS LINE AND LAKESH,10,W
Friday,VICTORIA PARK STATION,15,W
Friday,QUEEN AND BROADVIEW,15,E
Saturday,QUEEN AND KINGSTON,9,E
Saturday,LESLIE BARNS,6,S
Saturday,QUEEN AND BALSAM,38,E
Saturday,KING AND JAMESON,6,W
Saturday,KING AND SHAW,20,W
Saturday,BATHURST AND DUNDAS,10,S
Saturday,QUEEN AND MCCAUL,19,W
Saturday,QUEEN AND SOHO,15,W
Saturday,KING AND JOHN,5,W
Saturday,QUEEN AND STRACHAN,6,W
Saturday,QUEEN AND SUDBURY,10,E
Saturday,CASTLE FRANK STATION,7,E
Saturday,DUNDAS AND MUNRO,5,W
Saturday,WILSON GARAGE,5,W
Saturday,GERRARD AND GREENWOOD,7,W
Saturday,CASTLE FRANK STATION,7,E
Saturday,SPADINA AND BREMNER,10,N
Saturday,COLLEGE AND OSSINGTON,10,W
Saturday,DUNDAS AND CHESTNUT,10,W
Saturday,QUEEN AND COXWELL,31,E
Saturday,COLLEGE AND CLINTON,12,W
Saturday,VICTORIA PARK STATION,9,E
Saturday,OAKWOOD LOOP,8,W
Saturday,DUNDAS WES STATION,10,W
Saturday,VICTORIA PARK STATION,10,W
Saturday,VICTORIA PARK STATION,10,W
Saturday,QUEENS QUAY AND LOWER,10,W
Sunday,KING AND DUFFERIN,11,E
Sunday,QUEEN AND SHAW,9,E
Sunday,GERRAD AND MUNROE,5,W
Sunday,QUEEN AND RIVER,7,W
Sunday,MCCAUL AND QUEEN,32,S
Sunday,QUEEN AND RONCESVALLES,7,W
Sunday,ADELAIDE AND BAY,6,E
Sunday,LAKESHORE AND MARINE P,6,W
Sunday,LAKE SHORE AND KIPLING,6,E
Sunday,QUEEN AND RONCESVALLES,6,E
Sunday,SPADINA AND QUEENS QUA,10,N
Sunday,KIPLING AND LAKESHORE,6,W
Sunday,FINCH AND DON MILLS,24,E
Sunday,BATHURST STATION,9,S
Sunday,KING AND RIVER,10,E
Sunday,ST CLAIR AND VAUGHAN,8,W
Sunday,3807 LAKESHORE BLVD W,8,E
Sunday,QUEEN AND KINGSTON,10,E
Sunday,COLLEGE AND LANSDOWNE,10,W
Sunday,COLLEGE AND LANSDOWNE,10,W
Sunday,1438 QUEEN ST E,10,E
Monday,EDNA AVE AT DUNDAS ST,30,E
Monday,LESLIE CARHOUSE,10,N
Monday,COLLEGE AND DOVERCOURT,10,E
Monday,RUSSELL YARD,10,E
Monday,WOODBINE LOOP,13,W
Monday,RONCESSVALLES AND DUND,10,S
Monday,QUEEN AND OSSINGTON,9,W
Monday,QUEEN AND ABELL,8,W
Monday,RONCESVALLES AND HOWAR,10,E
Monday,QUEEN AND CONNAUGHT,10,E
Monday,KING AND FREDERICK,10,E
Monday,QUEEN AND COXWELL,10,W
Tuesday,BATHURST AND WOLSELEY,5,N
Tuesday,LAKE SHORE AND FOURTIE,12,W
Tuesday,SPADINA AND NASSAU,10,S
Tuesday,CASTLE FRANK STATION,8,W
Tuesday,QUEEN AND BATHURST,9,W
Tuesday,QUEEN AND SHAW,8,W
Tuesday,BINGHAM LOOP,10,W
Tuesday,KING AND YONGE,7,E
Tuesday,GERRARD AND BROADVIEW,7,E
Tuesday,QUEENS QUAY AND YORK,10,W
Tuesday,KING AND SHAW,17,E
Tuesday,LAKESHORE AND FORTIETH,8,W
Tuesday,UNION STATION,11,S
Tuesday,SPADINA STATION,10,N
Tuesday,SPADINA AND DUNDAS,8,N
Tuesday,COLLEGE AND SPADINA,7,W
Tuesday,COLLEGE AND AUGUSTA,7,E
Tuesday,312 DUFFERIN ST,8,E
Tuesday,COLLEGE AND LANSDOWNE,17,W
Tuesday,VICTORIA PARK STATION,8,W
Tuesday,DUNDAS AND JARVIS,15,E
Wednesday,NEVILLE LOOP,13,W
Wednesday,BROADVIEW AND QUEEN,10,N
Wednesday,VICTORIA PARK STATION,7,S
Wednesday,QUEENS QUAY AND LOWER,10,E
Wednesday,QUEENS QUAY AND FERRY,52,E
Wednesday,LAKESHORE AND MARINE P,10,W
Wednesday,BATHURST AND QUEEN,10,S
Wednesday,QUEEN AND BEATY,10,E
Wednesday,QUEEN AND BROADVIEW,10,W
Wednesday,QUEEN AND SHAW,8,N
Wednesday,SPADINA AND NASSAU,9,N
Wednesday,GERRARD AND RIVER,10,N
Wednesday,KING AND SUDBURY,5,E
Wednesday,LAKESHORE AND MARINE P,8,N
Wednesday,BROADVIEW AND GERRARD,10,E
Wednesday,GERRARD ST AND HOWLAND,29,W
Wednesday,GERRARD AND HOWLAND,21,W
Wednesday,UNION STATION,10,W
Wednesday,BAY AND DUNDAS,10,N
Wednesday,SPADINA AND DUNDAS,37,W
Wednesday,CNE,25,S
Wednesday,BROADVIEW AND QUEEN,10,E
Wednesday,LAKE SHORE AND THIRTY,8,W
Wednesday,YORK AND WEST NORTH SI,10,E
Wednesday,UNION STATION,12,S
Wednesday,DUNDAS AND MANNING,20,E
Wednesday,OSSINGTON AND COLLEGE,6,W
Wednesday,DUNDAS AND LANSDOWNE,33,E
Wednesday,LAKE SHORE WEST AND TW,10,E
Wednesday,DUNDAS WEST STATION,16,W
Thursday,DUNDAS AND MCCAUL,15,S
Thursday,LONG BRANCH LOOP,8,W
Thursday,SPADINA AND DUNDAS,10,N
Thursday,COLLEGE AND LANSDOWNE,10,E
Thursday,QUEEN AND BELLFAIR,8,W
Thursday,QUEEN AND DUFFERIN,8,W
Thursday,SUNNYSIDE LOOP,9,W
Thursday,SPADINA AND KING,7,N
Thursday,QUEEN AND WAVERLY,32,E
Thursday,COXWELL AND QUEEN,28,S
Thursday,WILSON GARAGE,7,S
Thursday,QUEENS QUAY STATION,10,W
Thursday,DUNDAS AND CHESTNUT,15,E
Thursday,UNION STATION,9,N
Thursday,SPADINA AND BREMNER,8,S
Thursday,SPADINA AND KING,53,S
Thursday,QUEEN AND JOHN,13,W
Thursday,DUNDAS AND BEVERLEY,16,E
Thursday,SPADINA AND SULLIVAN,16,S
Thursday,QUEEN AND KINGSTON,10,W
Friday,COLLEGE AND BATHURST,15,W
Friday,DUNDAS WEST STATION,10,W
Friday,CHERRY AND FRONT,10,S
Friday,QUEEN AND PETER,6,E
Friday,BINGHAM LOOP,10,E
Friday,KING AND YONGE,20,W
Friday,QUEEN AND NEVILLE PARK,8,E
Friday,QUEEN AND CONNAUGHT,10,W
Friday,QUEEN AND STRACHAN,8,E
Friday,QUEEN AND DUFFERIN,8,E
Friday,KINGSTON AND LEE,10,E
Friday,QUEEN AND WAVERLEY,14,W
Friday,QUEEN AND NEVILLE,9,E
Friday,GERRARD AND JONES,38,W
Friday,KINGSTON LOOP,10,W
Friday,QUEEN AND BROADVIEW,6,W
Friday,GERRARD AND COXWELL,7,W
Friday,GERRARD AND GREENWOOD,7,W
Friday,GERRARD AND BROADVIEW,6,W
Friday,COLLEGE AND LANSDOWNE,10,W
Friday,QUEEN AND DUFFERIN,6,W
Friday,KING AND PORTLAND,34,E
Friday,QUEEN AND RONCESVALLES,10,E
Friday,QUEENS QUAY WEST AND Y,19,W
Friday,DUNDAS AND REGENT PARK,10,E
Friday,QUEENS QUAY WEST AND H,20,S
Friday,QUEENS QUAY AND DAN LE,10,E
Friday,COLLEGE AND BATURST,54,E
Friday,DUNDAS WEST STATION,24,S
Friday,DUNDAS WEST AND BLOOR,16,W
Friday,QUEEN AND MC CAUL,41,E
Friday,BATHURST AND QUEEN,12,N
Saturday,WILSON GARAGE,15,S
Saturday,VICTORIA PARK STATION,7,W
Saturday,VICTORIA PARK STATION,7,E
Saturday,BATHURST STATION,5,S
Saturday,CARLTON AND BERKELEY,20,E
Saturday,PARLIAMENT AND WINCHES,7,W
Saturday,RONCESVALLES AND QUEEN,30,N
Saturday,DUNDAS WEST STATION,10,W
Saturday,BATHURST AND QUEEN,7,N
Saturday,CASTLE FRANK STATION,9,W
Saturday,QUEEN AND SHAW,10,E
Saturday,FLEET LOOP,42,W
Saturday,CASTLE FRANK STATION,9,E
Saturday,CASTLE FRANK STATION,9,E
Saturday,GERRARD AND PARLIAMENT,17,E
Saturday,KING AND DUFFERIN,6,W
Saturday,DUNDAS AND BAY,18,W
Saturday,QUEEN AND COXWELL,7,W
Sunday,VICTORIA PARK AND RIPO,30,N
Sunday,QUEEN AND SHAW,30,E
Sunday,QUEEN AND WOODFIELD,10,W
Sunday,VICTORIA PARK STATION,8,S
Sunday,FLEET AND BASTION,5,W
Sunday,KING AND ATLANTIC,9,E
Sunday,GERRARD AND PARLIAMENT,10,W
Sunday,LOWER SPADINA AND QUEE,10,N
Sunday,STRACHAN AND MANITOBA,8,S
Sunday,QUEEN AND RONCESVALLES,6,W
Sunday,SPADINA STATION,10,S
Sunday,THE QUEENSWAY AND COLB,6,W
Sunday,COLLEGE AND LANDSDOWNE,11,E
Sunday,ST CLAIR AND EARLSCOUR,10,W
Sunday,SPADINA STATION,10,S
Sunday,QUEEN AND SHAW,6,E
Sunday,KINGSTON AND DIXON,10,N
Sunday,COLLEGE AND SPADINA,14,W
Sunday,DUNDAS AND YONGE,10,W
Sunday,KING AND YORK,10,E
Sunday,FLEET LOOP,10,W
Sunday,QUEEN AND BATHURST,10,E
Sunday,ST CLAIR STATION,10,E
Sunday,YORK AND ADELAIDE,10,N
Monday,QUEENS QUAY AND HARBOU,12,N
Monday,KING AND ATLANTIC,10,E
Monday,LONG BRANCH LOOP,10,W
Monday,WILSON STATION,25,S
Monday,DUFFERIN AT QUEEN,10,E
Monday,QUEEN AND BATHURST,10,E
Monday,BINGHAM LOOP,10,E
Monday,GERRARD AND MONROE,6,W
Monday,BATHURST AND FLEET,10,W
Monday,DUNDAS AND CHESTNUT,22,W
Monday,RONCESVALLES AND GALLE,9,S
Monday,DUFFERIN AND MELBOURNE,10,N
Monday,BATHURST AND DUNDAS,10,S
Monday,BATHURST AND COLLEGE,9,S
Monday,BATHURST AND NASSAU,9,S
Monday,BATHURST AND DUNDAS,55,S
Monday,QUEEN AND BATHURST,10,W
Tuesday,LAKESHORE AND FORTIETH,6,W
Tuesday,KING AND MOWAT,26,W
Tuesday,DUFFERIN AND KING,40,N
Tuesday,LAKE SHORE AND THIRTY,6,W
Tuesday,LONG BRANCH LOOP,6,E
Tuesday,VICTORIA PARK STATION,8,N
Tuesday,GERRARD AND SUMACH,17,E
Tuesday,GERRARD AND MUNROE,5,W
Tuesday,LAKESHORE AND TENTH ST,9,E
Tuesday,GERRARD AND COXWELL,10,E
Tuesday,QUEEN AND BROOKLYN,9,W
Tuesday,COLLEGE AND HAVELOCK,10,W
Tuesday,UNION STATION,10,S
Tuesday,SHAW AND KING,10,N
Tuesday,GERRARD AND COXWELL,10,E
Tuesday,QUEEN AND LOGAN,9,W
Tuesday,QUEEN AND LOGAN,7,W
Tuesday,COLLEGE AND LANSDOWNE,10,E
Tuesday,44 PHARMACY AVE,10,E
Tuesday,PARLIAMENT AND ST JAME,10,S
Tuesday,QUEEN AND BROADVIEW,7,W
Tuesday,QUEENS QUAY AND LOWER,25,S
Tuesday,DUFFERIN GATE LOOP,12,E
Tuesday,SPADINA STATION,10,S
Tuesday,QUEEN AND DEGRASSI,10,W
Tuesday,QUEEN AND WINDERMERE,20,W
Wednesday,LAKESHORE AND TWENTY E,30,E
Wednesday,WOLSELEY LOOP,5,E
Wednesday,KING AND PORTLAND,11,W
Wednesday,MUNRO AND GERRARD,5,W
Wednesday,KING ST W AT SUDBURY S,8,W
Wednesday,BINGHAM LOOP,10,W
Wednesday,QUEEN AND SHAW,8,E
Wednesday,BAY AND GERRARD,10,N
Wednesday,BINGHAM LOOP,10,W
Wednesday,QUEEN AND SHAW,8,W
Wednesday,QUEEN AND SHAW,5,E
Wednesday,BATHURST AND FLEET,8,S
Wednesday,LONG BRANCH LOOP,5,E
Wednesday,QUEENS QUAY AND SIMCOE,10,N
Wednesday,VICTORIA PARK AND DANF,10,N
Wednesday,DUFFERIN AND MELBOURNE,5,W
Wednesday,GERRARD AND ST MATTHEW,7,E
Wednesday,GERRARD AND ST. MATTHE,7,W
Wednesday,LAKESHORE AND THIRTEEN,5,E
Wednesday,YORK AND PEARL,10,N
Wednesday,QUEEN AND LEWIS ST,10,W
Wednesday,BATHURST AND DUNDAS,14,N
Wednesday,BATHURST AND DUNDAS,14,N
Wednesday,DUNDAS AND CHURCH,11,W
Wednesday,88 CHARLOTTE ST,10,W
Thursday,LAKESHORE AND FORTIETH,20,W
Thursday,SPADINA AND SUSSEX,9,N
Thursday,NEVILLE LOOP,9,W
Thursday,DUFFERIN AND MELBOURNE,6,N
Thursday,QUEEN'S QUAY AND SPADI,9,N
Thursday,CASTLE FRANK STATION,7,W
Thursday,BATHURST AND QUEEN,15,N
Thursday,BATHURST AND QUEEN,15,N
Thursday,BINGHAM LOOP,4,S
Thursday,FLEET LOOP,9,N
Thursday,QUEEN AND SHAW,8,E
Thursday,QUEEN AND SPADINA,8,W
Thursday,QUEEN AND CHURCH,15,E
Thursday,SPADINA STATION,10,S
Thursday,COLLEGE AND BEVERLEY,21,E
Thursday,QUEENS QUAY AND LOWER,7,E
Thursday,BATHURST AND FLEET,7,E
Thursday,2711 LAKE SHORE BLVD,5,W
Thursday,QUEEN AND GLEN MANOR,11,W
Thursday,QUEEN AND SPADINA,27,W
Thursday,SPADINA BD STATION,14,N
Thursday,DUNDAS AND MUNRO,21,E
Thursday,DUNDAS AND CHURCH,10,E
Thursday,DUNDAS AND RIVER,30,E
Thursday,SPADINA STATION,10,S
Thursday,SPADINA STATION,10,S
Thursday,KINGSTON LOOP,12,W
Thursday,QUEEN AND COXWELL,10,W
Thursday,QUEEN AND KINGSTON,31,W
Thursday,SPADINA AND NASSAU,15,N
Thursday,QUEEN AND DUFFERIN,13,E
Friday,SPADINA AND DUNDAS,8,N
Friday,DUFFERIN AND KING,5,N
Friday,BATHURST AND LAKESHORE,8,S
Friday,FLEET AND BATHURST,8,N
Friday,QUEENS QUAY AND REES,9,W
Friday,SPADINA AND COLLEGE,10,N
Friday,SPADINA STATION,10,W
Friday,SPADINA AND WILLCOCKS,8,N
Friday,QUEEN AND CLAREMONT,10,W
Friday,SPADINA STATION,10,S
Friday,FLEET AND BATHURST,7,E
Friday,QUEEN AND SHAW,6,E
Friday,COLLEGE AND OSSINGTON,31,E
Friday,WILSON GARAGE,7,S
Friday,BATHURST AND FLEET,17,S
Friday,QUEEN AND BATHURST,7,W
Friday,QUEEN AND RONCESVALLES,8,W
Friday,EXHIBITION LOOP,7,W
Friday,CASTLE FRANK STATION,9,E
Friday,SPADINA STATION,20,W
Friday,BATHURST STATION,10,S
Saturday,QUEEN AND CARROLL,10,E
Saturday,KING AND SPADINA,10,S
Saturday,GERRARD AND DE GRASSI,8,W
Saturday,ST CLAIR AND EARLSCOUR,8,W
Saturday,GERRARD AND SEATON,8,W
Saturday,DUNDAS AND PALMERSTON,10,W
Saturday,SPADINA AND KING,5,N
Saturday,DUNDAS AND PARLIAMENT,8,W
Saturday,DUFFERIN AND MELBOURNE,8,W
Saturday,KING AND SPADINA,43,E
Saturday,PARLIAMENT AND OAK,8,W
Saturday,BROADVIEW AND MOUNT ST,8,E
Saturday,SPADINA AND WILLCOCKS,10,S
Saturday,OAKWOOD LOOP,10,S
Saturday,LAKE SHORE BLVD,6,W
Saturday,QUEEN AND COXWELL,10,W
Saturday,DUNDAS AND BATHURST,10,W
Saturday,RONCY AND QUEEN,13,N
Saturday,VICTORIA PARK AND GERR,8,E
Saturday,SPADINA AND COLLEGE,10,S
Saturday,BROADVIEW AND MOUNTSTE,7,E
Saturday,COXWELL AND GERRARD,10,W
Saturday,KING AND SACKVILLE,35,W
Saturday,BROADVIEW AND QUEEN,10,S
Saturday,UNION STATION,14,W
Saturday,QUEEN AND SHAW,10,E
Saturday,BINGHAM AND KINGSTON,10,W
Saturday,DISTILLARY LOOP,10,W
Saturday,MCCAUL AND QUEEN,8,S
Saturday,GERRARD AND RIVER,18,E
Saturday,DUNDAS WEST AND HOWARE,13,W
Saturday,YONGE AND DUNDAS,37,E
Saturday,DUNDAS AND BAY,10,E
Sunday,DUNDAS AND RIVER,16,E
Sunday,LAKESHORE AND KIPLING,20,W
Sunday,QUEEN AND SHAW,10,E
Sunday,ADELAIDE AND CHURCH,10,E
Sunday,BATHURST AND KING,9,S
Sunday,QUEEN AND RONCESVALLES,9,W
Sunday,CARLTON AND SHERBOURNE,10,W
Sunday,QUEEN AND RONCESVALLE,28,W
Sunday,21 THE QUEENSWAY,10,S
Sunday,DISTILLERY LOOP,10,N
Sunday,GERRARD AND BROADVIEW,10,S
Sunday,MCCAUL AND STEPHANIE,5,S
Sunday,COLLEGE AND LANSDOWNE,25,E
Sunday,VICTORIA PARK STATION,8,W
Sunday,DUNDAS AND BATHURST,10,W
Sunday,RUSSELL CARHOUSE,9,W
Sunday,QUEEN AND PETER,18,E
Sunday,QUEEN AND BROCK,6,E
Sunday,SPADINA AND RICHMOND,10,S
Sunday,QUEEN AND LESLIE,9,W
Sunday,DUNDAS AND DENISON,10,W
Sunday,QUEENS QUAY WEST AND R,6,W
Sunday,UNION STATION,6,W
Sunday,UNION STATION,6,W
Sunday,SUNNYSIDE LOOP,9,W
Sunday,COXWELL AND LOWER GERR,10,E
Sunday,QUEEN AND WOODFIELD,14,E
Sunday,ST CLAIR AND DUFFERIN,10,W
Sunday,CHURCH AND RICHMOND,8,W
Sunday,DUNDAS AND LANSDOWNE,10,E
Sunday,LAKE SHORE AND BROWN'S,7,W
Sunday,DUNDAS AND LANSDOWNE,10,E
Sunday,DUNDAS AND VICTORIA,10,E
Sunday,QUEEN AND WOODFIELD,10,E
Sunday,QUEEN AND WOODFIELD,10,E
Sunday,WINDMERE AND QUEENSWAY,7,W
Sunday,QUEEN AND BROCK,6,E
Sunday,COLLEGE AND CRAWFORD,13,E
Sunday,KING AND BLUE JAYS WAY,10,E
Sunday,KING AND PRINCESS ST (,10,E
Sunday,BATHURST AND HARBOURD,21,N
