Day,Location,Min Delay,Bound
Sunday,ST CLAIR WEST AND AND,10,W
Sunday,DUNDAS AND ST PATRICK,23,E
Sunday,DUFFERIN AND LIBERTY,8,W
Monday,WOLSELEY LOOP,5,E
Monday,DUFFERIN GATE LOOP,7,E
Monday,QUEENS QUAY FERRY DOCK,10,S
Monday,CHURCH ST AT RICHMOND,5,W
Monday,BROADVIEW AND DUNDAS,5,W
Monday,BROADVIEW AVE AT DUNDA,5,E
Monday,CHERRY AND FRONT,10,N
Monday,SHAW AND QUEEN,8,E
Monday,BATHURST STATION,11,N
Monday,KINGSTON AND ELMER,10,S
Monday,LAKESHORE AND 39TH STR,8,W
Monday,BATHURST AND WOLSELEY,9,N
Monday,QUEEN AND WOODFIELD,8,E
Monday,BATHURST AND KING,9,N
Monday,BATHURST ST AT ULSTER,9,S
Monday,DUFFERIN AND MELBOURNE,8,N
Monday,FLEET AND FORT YORK,9,N
Monday,DUFFERIN AND MELBOURNE,8,E
Monday,EALSCOURT AND ST CLAIR,8,S
Monday,29 QUEEN STREET EAST,8,E
Monday,KINGSTON AND GLEN MANO,10,S
Monday,SPADINA AND ADELAIDE,50,N
Monday,SPADINA AND NASSAU ST,10,N
Monday,DUNDAS AND VICTORIA,14,W
Monday,SPADINA AND COLLEGE,10,S
Tuesday,STRACHAN AND KING,10,E
Tuesday,SPADINA AND KING,17,S
Tuesday,BROADVIEW AND QUEEN,10,W
Tuesday,MAIN STATION,10,E
Tuesday,KING AND SPADINA,5,N
Tuesday,KING AND PETER,36,W
Tuesday,SPADINA AND KING,11,N
Tuesday,KING AND PETER,36,W
Tuesday,QUEEN AND CONNAUGHT,5,E
Tuesday,QUEEN AND CONNAUGHT,8,E
Tuesday,CASTLE FRANK STATION,8,W
Tuesday,SPADINA AND WILLCOCKS,10,N
Tuesday,EXHIBITION LOOP,8,S
Tuesday,QUEENS QUAY AND HARBOU,9,W
Tuesday,GERRARD AND GREENWOOD,10,E
Tuesday,KING AND RIVER,10,E
Tuesday,GERRARD AND BROADVIEW,10,E
Tuesday,BROADVIEW AND GERRARD,22,E
Tuesday,QUEEN AND JOHN,15,W
Tuesday,QUEEN AND SOHO,13,W
Tuesday,GERRARD AND MATTHEWS,7,W
Tuesday,1401 QUEEN ST E,10,N
Tuesday,BATHURST AND LENNOX,9,S
Tuesday,QUEENSWAY GARAGE,6,W
Tuesday,GERRARD AND CARLAW,10,W
Tuesday,MCCAUL AND STEPHANIE,28,S
Tuesday,COLLEGE AND HAVELOCK,23,W
Tuesday,BATHURST AND FORTH YOR,10,S
Wednesday,PARLIMENT AND GERRARD,10,S
Wednesday,QUEENSWAY AND RONCESVA,17,E
Wednesday,QUEEN AND RONCESVALLES,10,N
Wednesday,SHAW AT QUEEN,8,W
Wednesday,DUNDAS AND JARVIS,11,E
Wednesday,KING AND YONGE,10,E
Wednesday,MUNRO AND GERRARD,5,W
Wednesday,QUEENS QUAY AND REES,10,W
Wednesday,QUEEN'S QUAY AND HARBO,20,N
Wednesday,KINGSTON RD LOOP,10,W
Wednesday,CARLTON AND MUTUAL,10,E
Wednesday,BINGHAM LOOP,10,E
Wednesday,DUFFERIN AND MELBOURNE,8,W
Wednesday,FLEET AND BATURST,24,E
Wednesday,KING AND CHURCH,25,E
Wednesday,GERRARD AND MAIN,10,W
Wednesday,GERRARD AND PAPE,32,E
Wednesday,EDNA AND DUNDAS WEST,10,W
Wednesday,DUNDAS AND BROADVIEW,26,E
Wednesday,QUEEN AND RONCESVALLES,6,W
Wednesday,UNION STATION,10,N
Wednesday,DUNDAS AND CHURCH,17,W
Wednesday,UNION STATION,9,W
Wednesday,QUEEN AND LANSDOWNE,6,W
Wednesday,QUEN AND SHAW,8,E
Wednesday,VICTORIA PARK AND DENT,10,W
Wednesday,QUEEN AND RONCESVALLES,15,W
Wednesday,COLLEGE AND BAY,10,W
Wednesday,FLEET AND BASTION,23,N
Wednesday,DUNDAS AND UNIVERSITY,15,E
Wednesday,UNINON STATION,10,N
Wednesday,QUEEN AND YORK,5,E
Wednesday,GERRARD AND BROADVIEW,10,E
Wednesday,GERRARD AND COXWELL,10,E
Wednesday,QUEEN AND BATHURST,12,W
Wednesday,YORK AT KING ST WEST,10,E
Wednesday,EXHIBITION LOOP,10,S
Thursday,SPADINA AND SULLIVAN,10,S
Thursday,DUFFERIN GATE LOOP,12,W
Thursday,EXHIBITION LOOP,10,N
Thursday,QUEEN AND CARROLL,5,W
Thursday,DUNDAS AND REGENT PARK,7,E
Thursday,QUEEN AND MCCAUL,9,N
Thursday,KIPLING AND LAKESHORE,8,W
Thursday,QUEEN AND TRILLER,60,W
Thursday,DUNDAS AT PARLIAMENT,10,E
Thursday,UNION STATION,10,N
Thursday,SUNNYSIDE LOOP,8,E
Thursday,QUEEN AND SPADINA,10,W
Thursday,KING AND RONCESVALLES,10,W
Thursday,SPADINA AND QUEENS QUA,16,S
Thursday,GERRARD AND ST MATTHEW,7,W
Thursday,DUNDAS AND OSSINGTON,10,W
Thursday,QUEEN AND BROADVIEW,8,E
Thursday,QUEEN AND KINGSTON,10,W
Thursday,SPADINA STATION,10,N
Thursday,LAKESHORE AND LONG BRA,6,E
Thursday,BATHURST AND ST CLAIR,8,N
Thursday,YONGE AND COLLEGE,10,S
Thursday,QUEEN AND COXWELL,8,W
Thursday,QUEEN AND LANSDOWNE,10,W
Thursday,DUNDAS AND GLADSTONE,30,W
Thursday,KING AND SHERBOURNE,10,E
Friday,QUEEN AND RONCESSVALLE,8,W
Friday,DUFFERIN AND MELBOURNE,8,N
Friday,QUEENS QUAY AND YORK S,5,W
Friday,NEVILLE PERK LOOP,10,W
Friday,DUNDAS AND BLOOR,5,S
Friday,BINGHAM AND KINGSTON,13,S
Friday,KING AND SHERBOURNE,10,E
Friday,QUEEN AND BATHURST,10,W
Friday,CASTLE FRANK STATION,8,W
Friday,BATHURST AND ROBINSON,9,S
Friday,COLLEGE AND BAY,17,E
Friday,EARLSCOURT LOOP,10,E
Friday,BATHURST STATION,9,N
Friday,COXWELL AND QUEEN,10,N
Friday,QUEEN AND NIAGARA,10,E
Friday,DUNDAS AND STERLING,10,E
Friday,BATHURST AND QUEEN,7,S
Friday,QUEEN AND KINGSTON,10,E
Friday,TRILLER AND QUEEN,10,E
Friday,RONCESVALLES AND HOWAR,24,N
Friday,GERRARD AND BROADVIEW,10,E
Friday,KING AND YORK,10,N
Friday,ST CLAIR WEST STATION,10,E
Friday,BINGHAM LOOP,10,W
Friday,SPADINA AND DUNDAS,19,N
Friday,QUEEN AND SPADINA,12,W
Saturday,LAKESHORE AND LONG BRA,20,E
Saturday,LAKESHORE AND LONG BRA,30,E
Saturday,KING AND BATHURST,10,E
Saturday,CHURCH AND RICHMOND,15,N
Saturday,DUNDAS AND MCCAUL,9,W
Saturday,GERRARD AND ALTON AVE,10,W
Saturday,QUEEN AND DUFFERIN,5,W
Saturday,GERRARD AND DE GRASSI,10,E
Saturday,GERRARD AND CARLAW,3,E
Saturday,GERRARD AND LOGON,5,E
Saturday,LAKE SHORE AND KNOX,8,N
Saturday,QUEEN AND COXWELL,10,E
Saturday,QUEEN AND DUFFERIN,13,W
Saturday,BROADVIEW AND QUEEN,50,S
Saturday,BROADVIEW AND QUEEN,36,E
Saturday,GERRARD AND SUMACH,10,E
Saturday,BATHURST AND DUNDAS,14,N
Saturday,QUEENS QUAY AND SPADIN,35,E
Saturday,DUNDAS AND DOVERCOURT,20,W
Saturday,QUEEN AND KINGSTON,21,E
Saturday,QUEEN AND KINGSTON,22,S
Saturday,KINGSTON AND LEE,12,E
Saturday,QUEEN AND PAPE,9,E
Saturday,KING AND SHERBOURNE,9,W
Saturday,YORK AND KING,9,E
Saturday,SPADINA STATION,10,S
Saturday,QUEEN AND WOODFIELD,10,W
Saturday,QUEEN AND WOODFIELD,10,W
Saturday,QUEEN AND KINGSTON,14,W
Saturday,LAKESHORE AND THIRTY S,7,W
Saturday,COXWELL AND LOWER GERR,10,E
Saturday,QUEEN AND GREENWOOD,10,E
Saturday,LAKESHORE AND THIRTY S,7,W
Saturday,DUNDAS WEST STATION,10,W
Saturday,QUEEN AND LANSDOWNE,12,W
Saturday,PARLIAMENT AND BLOOR,9,W
Saturday,GERRARD AND COXWELL,10,E
Saturday,KINGSTON AND SCARBOROU,10,E
Saturday,KING AND BAY,10,E
Saturday,SUNNYSIDE LOOP,19,E
Saturday,LESLIE AND COMMISSIONE,10,E
Saturday,KING AND JARVIS,8,E
Saturday,DUNDAS AND SHERBOURNE,10,E
Saturday,FLEET AND FORT YORK BL,10,N
Saturday,DUNDAS WEST AND BLOOR,10,W
Sunday,QUEEN AND LOWER COXWEL,20,W
Sunday,GERRARD AND JONES,10,E
Sunday,BATHURST AND WOOSLEY S,7,S
Sunday,QUEEN AND SHERBOURNE,7,W
Sunday,DUNDAS WEST STATION,15,E
Sunday,LAKESHORE AND COLONEL,6,E
Sunday,KING AND BAY,11,W
Sunday,CASTLE FRANK STATION,10,W
Sunday,GERRARD AND ST MATTHEW,7,W
Sunday,SPADINA AND KING,18,N
Sunday,GERRARD AND PAPE,58,E
Sunday,QUEEN AND EMPIRE,10,W
Sunday,BROADVIEW AND QUEEN,8,E
Sunday,GERRARD AND MAIN,7,E
Sunday,LAKESHORE AND STADIUM,10,W
Sunday,BATHURST AND KING,29,S
Sunday,BATHURST AND QUEEN,15,N
Sunday,QUEEN AND BROOKFIELD,35,E
Sunday,DUNDAS AND HOWARD PARK,7,W
Sunday,COLLEGE AND RUSHOLME,10,E
Sunday,BATHURST AND KING,15,S
Monday,SPADINA AND COLLEGE,15,S
Monday,SPADINA AND COLLEGE,10,N
Monday,GERRARD AND MUNRO,5,W
Monday,BATHURST AND KING,7,S
Monday,LANSDOWNE AND COLLEGE,8,W
Monday,DUNDAS AND BLOOR,5,W
Monday,DUNDAS AND OSSINGTON,10,E
Monday,WIDMER ST AT KING ST W,10,E
Monday,DUNDAS AND CHURCH,10,E
Monday,DUNDAS AND CHURCH,33,E
Monday,DUNDAS AND BLOOR,5,N
Monday,COLLEGE AND BAY,15,E
Monday,BATHURST STATION,4,N
Monday,WOLSELEY LOOP,5,E
Monday,QUEEN AND SHAW,9,W
Monday,WOLSELEY LOOP,5,W
Monday,LONG BRANCH LOOP,6,E
Monday,COLLEGE AND SPADINA,10,E
Monday,VICTORIA PARK STATION,10,W
Monday,BINGHAM LOOP,10,W
Monday,COLLEGE AND BAY,10,E
Monday,MCCAUL LOOP,8,E
Monday,QUEEN AND CARLAW,10,E
Monday,QUEEN AND WOODFIELD,10,E
Monday,SPADINA AND KING,10,S
Monday,DUNDAS AND PARLIAMENT,10,W
Monday,QUEEN AND RONCESVALLES,13,W
Monday,QUEEN AND KINGSTON LOO,25,E
Monday,QUEEN AND KINGSTON,29,E
Monday,COLLEGE AND SPADINA,10,E
Tuesday,SPADINA AND COLLEGE,25,E
Tuesday,LONG BRANCH LOOP,30,W
Tuesday,ROYAL YORK AND LAKE SH,9,W
Tuesday,QUEEN AND DUFFERIN,5,W
Tuesday,WILSON STATION,9,W
Tuesday,QUEEN AND LESLIE,7,E
Tuesday,BINGHAM LOOP,10,E
Tuesday,BINGHAM LOOP,10,E
Tuesday,KING AND ADELAIDE,10,W
Tuesday,DUNDAS AND UNIVERSITY,9,E
Tuesday,QUEEN AND SHAW,9,E
Tuesday,ST CLAIR AND WYCHWOOD,20,W
Tuesday,SUMACH AND DUNDAS,10,E
Tuesday,QUEEN AND SHAW,6,E
Tuesday,BATHURST AND COLLEGE,26,N
Tuesday,UNION STATION,9,N
Tuesday,WILSON GARAGE,7,N
Tuesday,VICTORIA PARK STATION,10,W
Tuesday,LAKESHORE AND KIPLING,6,W
Tuesday,UNION STATION,12,S
Tuesday,COLLEGE AND SPADINA,10,E
Tuesday,QUEEN AND NEVILLE PARK,20,E
Tuesday,QUEEN QUAY AND REES,12,S
Tuesday,DUNDAS AND YONGE,34,W
Tuesday,DUNDAS AND JARVIS,6,W
Tuesday,EXHIBITION LOOP,10,E
Wednesday,WOLSELEY LOOP,5,S
Wednesday,LAKE SHORE AND THIRTY,9,W
Wednesday,DUNDAS AND SHERBOURNE,26,E
Wednesday,QUEEN AND EMPIRE,9,E
Wednesday,QUEEN AND EMPIRE,10,E
Wednesday,QUEEN ST E AT BROADVIE,10,W
Wednesday,ST CLAIR AND DEER PARK,8,E
Wednesday,QUEEN AND TRILLER,9,E
Wednesday,GERRARD AND MUNROE,5,W
Wednesday,QUEENS QUAY AND LOWER,14,W
Wednesday,KINGSTON AND VICTORIA,10,E
Wednesday,DUNDAS AND CHESTNUT,24,W
Wednesday,BLOOR AND PARLIAMENT,8,E
Wednesday,WOLESLEY LOOP,5,W
Wednesday,WOLSELEY LOOP,5,E
Wednesday,CHARLOTTE LOOP,10,S
Wednesday,GERRARD AND QUEEN,34,E
Wednesday,QUEEN AND SHAW,8,W
Wednesday,COLLEGE AND EUCLID,10,W
Wednesday,QUEEN AND TRILLER AVE,10,E
Wednesday,OSSINGTON AND DUNDAS,10,N
Wednesday,COLLEGE AND LANSDOWNE,10,S
Wednesday,COLLEGE AND UNIVERSITY,6,W
Wednesday,LONG BRANCH LOOP,6,N
Wednesday,GERRARD AND BROADVIEW,21,W
Wednesday,CASTLE FRANK STATION,9,S
Wednesday,THE QUEENSWAY AND ELLI,6,W
Wednesday,QUEEN AND WOODFIELD,10,W
Wednesday,QUEEN AND COXWELL,23,W
Wednesday,UNION STATION,10,N
Wednesday,KING AND WILSON PARK R,16,W
Wednesday,KING ST AND BAY,7,E
Wednesday,QUEENS QUAY LOOP,10,N
Wednesday,KING AND SHAW,20,W
Thursday,BINGHAM LOOP AND VICTO,10,W
Thursday,ST CLAIR AND WYCHWOOD,8,W
Thursday,VICTORIA PARK STATION,7,W
Thursday,BATHURST AND WOLSELEY,5,N
Thursday,WILSON GARAGE,9,N
Thursday,SPADINA AND BREMNER,8,N
Thursday,KING AND JARVIS,25,W
Thursday,VICTORIA PARK STATION,8,W
Thursday,QUEEN AND DUNN,9,W
Thursday,QUEEN AND COXWELL,34,W
Thursday,QUEEN AND COXWELL,27,W
Thursday,QUEEN AND COXWELL,44,W
Thursday,QUEEN AND LESLIE,25,W
Thursday,QUEEN AND JARVIS,7,E
Thursday,ROYAL YORK AND LAKESHO,25,N
Thursday,COLLEGE AND BATHURST,20,W
Thursday,DUNDAS AND RIVER,13,W
Thursday,BATHURST AND COLLEGE,14,N
Thursday,DUNDAS AND PARLIAMENT,17,W
Thursday,COLLEGE AND CRAWFORD,11,W
Thursday,QUEEN AND WEST LODGE,15,W
Thursday,QUEEN AND BAY,16,E
Thursday,QUEEN AND SORAUREN,32,W
Thursday,DUNDAS WEST STATION,20,E
Thursday,SUMACH AND KING,20,N
Thursday,KING AND SHAW,10,W
Thursday,QUEEN AND EMPIRE,19,E
Thursday,DUNDAS AND RIVER,10,E
Friday,BATHURST AND COLLEGE,24,N
Friday,COLLEGE AND GRACE,3,E
Friday,QUEEN AND PARLIAMENT (,9,W
Friday,DUNDAS AND CHESTNUT,10,E
Friday,DUNDAS AND CHESTNUT,38,E
Friday,PARLIAMENT AND CARLTON,18,N
Friday,CASTLE FRANK STATION,10,E
Friday,SPADINA AND NASSAU,20,S
Friday,QUEEN AND WOODBINE,8,E
Friday,QUEEN AND BAY,15,E
Friday,QUEEN AND CONNAUGHT,10,S
Friday,BATHURST AND QUEEN,29,N
Friday,LONG BRANCH LOOP,6,W
Friday,QUEEN AND PETER,15,E
Friday,QUEEN AND AUGUSTA,8,W
Friday,QUEEN AND AUGUSTA,7,W
Friday,VICTORIA PARK STATION,8,W
Friday,YORK AND KING,10,W
Friday,QUEEN AND KINGSTON,10,W
Friday,ST CLAIR AND ARLINGTON,8,W
Friday,DUNDAS AND VICTORIA,10,W
Friday,QUEEN AND YORK,7,W
Friday,DUNDAS AND SPADINA,10,W
Friday,QUEEN AND COXWELL,24,W
Friday,QUEEN AND COXWELL,24,W
Friday,QUEEN AND COXWELL,38,W
Friday,QUEEN AND KINGSTON RD,10,E
Friday,QUEEN AND BATHURST,17,N
Friday,MC CAUL AND GRANGE RD,17,S
Friday,QUEEN AND COXWELL,9,W
Friday,QUEEN AND BROCK,10,E
Friday,VICTORIA PARK STATION,9,E
Friday,CASTLE FRANK STATION,10,N
Friday,GERRARD AND PARLIAMENT,10,E
Friday,QUEEN AND COXWELL,10,W
Friday,FLEET AND BASTION,10,E
Saturday,DUNDAS AND MONTROSE,12,W
Saturday,LESLIE BARNS,30,E
Saturday,GERRARD AND CARLAW,10,W
Saturday,WILSON GARAGE,10,W
Saturday,KING AND SPADINA,10,W
Saturday,DUNDAS AND LANSDOWNE,10,E
Saturday,NEVILLE LOOP,8,W
Saturday,LAKESHORE AND THIRD,10,W
Saturday,LESLIE BARNS,7,W
Saturday,DUNDAS AND BAY,8,W
Saturday,MCCAUL AND STEPHANIE,8,E
Saturday,QUEEN AND DEGRASSI,10,E
Saturday,QUEEN AND DEGRASSI,10,E
Saturday,COLLEGE AND AUGUSTA,22,E
Saturday,QUEEN AND CARLAW,10,W
Saturday,DUFFERIN AND KING,10,N
Saturday,QUEEN AND RONCESVALLES,10,W
Saturday,QUEEN AND CRILLER,17,W
Saturday,QUEEN AND UNIVERSITY,7,E
Saturday,GUNNS LOOP,10,W
Saturday,SPADINA STATION,10,S
Saturday,LAKE SHORE AND SUPERIO,7,E
Saturday,KING AND DUFFERIN,21,E
Saturday,QUEEN AND EASTERN,17,W
Sunday,QUEEN AND YORK,20,E
Sunday,QUEEN AND RONCESVALLES,19,E
Sunday,QUEEN AND BROADVIEW,15,W
Sunday,DUNDAS AND PARLIAMENT,10,E
Sunday,FLEET AND BATHURST,22,E
Sunday,1900 LAKE SHORE BLVD,14,W
Sunday,SPADINA LOOP,7,S
Sunday,QUEEN AND SORAUREN,15,E
Sunday,BAY AND RICHMOND,14,E
Sunday,COLLAGE AND GRACE ST,13,E
Sunday,DUNDAS AND YONGE,16,E
Sunday,KING BETWEEN BATHURST,25,B
Sunday,GERRARD AND MATTHEWS,15,W
Sunday,KING AND BATHURST,9,E
Sunday,QUEEN AND PARLIAMENT,10,E
Sunday,BATHURST AND FLEET,11,S
Sunday,COLLEGE AND LANSDOWNE,20,W
Sunday,BATHUST AND QUEEN TO E,15,N
Sunday,MCCAUL AND QUEEN,14,N
Sunday,4 CARLTON ST,10,W
Sunday,QUEEN AND LANSDOWNE,10,E
Sunday,ST CLAIR AND EARLSCOUR,10,W
Sunday,DUNDAS AND UNIVERSITY,20,W
Sunday,DUNDAS AND DUFFERIN,10,E
Monday,UNION STATION,8,N
Monday,WOLSELEY LOOP,5,E
Monday,BINGHAM LOOP,10,W
Monday,BINGHAM LOOP,10,E
Monday,KINGSTON RD LOOP,10,W
Monday,ST CLAIR STATION,18,E
Monday,LAKESHORE BLVD W AT SU,8,S
Monday,QUEEN AND OSSINGTON,16,E
Monday,390 BAY STREET,8,S
Monday,QUEEN AND BROCK,8,E
Monday,LAKESHORE BLVD W AT FI,8,W
Monday,BROADVIEW AVE AT MOUNT,8,S
Monday,QUEEN AND EMPIRE,8,W
Monday,KING AND JARVIS,20,E
Monday,115 KING STREET,8,E
Monday,558 GERRARD STREET,8,W
Monday,3799 LAKESHORE BLVD,8,W
Monday,QUEEN AND BATHURST,10,W
Monday,354 GERRARD STREET EAS,10,E
Monday,BINGHAM LOOP,10,W
Monday,QUEEN AND ELMGROVE AVE,3,W
Monday,QUEEN AND STRACHAN,6,E
Monday,SPADINA AND QUEEN,7,N
Monday,8 CHARLOTTE STREET,10,S
Monday,VICTORIA PARK AND DENT,10,E
Monday,QUEEN AND RIVER,10,E
Monday,QUEEN AND AUGUSTA,5,E
Monday,QUEEN AND PAPE,10,E
Monday,QUEEN AND CARLAW,60,E
Tuesday,RONCESVALLES YARD,10,W
Tuesday,CONNAUGHT AND QUEEN,8,S
Tuesday,QUEEN AND DUFFERIN,9,W
Tuesday,QUEEN AND SHAW,8,E
Tuesday,LAKESHORE AND FORTIETH,5,W
Tuesday,QUEEN AND DUFFERIN,5,S
Tuesday,BAY AND ADELAIDE,7,S
Tuesday,GERRARD AND PARLIAMENT,10,E
Tuesday,565 GERRARD ST EAST,7,W
Tuesday,QUEEN AND RONCESVALLES,8,W
Tuesday,196 GERRARD ST E,7,W
Tuesday,COXWELL AND GERRARD,10,S
Tuesday,COXWELL AND GERRARD,10,E
Tuesday,3807 LAKESHORE BLVD W,8,W
Tuesday,716 GERRARD ST E,10,S
Tuesday,38799 LAKESHORE BLVD W,5,W
Tuesday,QUEEN AND SHAW,8,W
Tuesday,BINGHAM LOOP,10,S
Tuesday,3807 LAKESHORE BLVD W,6,W
Tuesday,GERRARD AND MAIN ST,10,W
Tuesday,GERRARD AND GREENWOOD,10,E
Tuesday,COLLEGE AND SPADINA,10,W
Tuesday,GERRARD AND MUNRO,7,W
Tuesday,GERRARD AND MUNRO,7,W
Tuesday,GERRARD AND ST MATTHEW,7,W
Tuesday,LAKE SHORE AND FORTIET,6,W
Tuesday,KING AND YORK,10,E
Tuesday,LANSDOWNE AND COLLEGE,10,S
Tuesday,BROADVIEW AND DUNDAS,8,N
Tuesday,QUEEN AND RONCESVALLES,20,E
Tuesday,GERRARD AND GREENWOOD,10,E
Tuesday,BROADVIEW AND DUNDAS,10,W
Tuesday,GUNNS LOOP,15,E
Wednesday,KING ST E AT SUMACH ST,4,S
Wednesday,WOLSELEY LOOP,8,N
Wednesday,SPADINA AND DUNDAS,10,S
Wednesday,1445 A QUEEN ST W,8,E
Wednesday,PRIVATE WOLSELEY LOOP,10,W
Wednesday,FLEET AND BASTION,14,E
Wednesday,BINGHAM AND KINGSTON,10,E
Wednesday,QUEENS QUAY AND LOWER,4,E
Wednesday,QUEEN AND BROADVIEW,13,W
Wednesday,QUEEN AND BROADVIEW,8,W
Wednesday,QUEEN AND UNIVERSITY,10,W
Wednesday,COLLEGE AND LANSDOWNE,9,W
Wednesday,GERRARD AND MUNRO,7,W
Wednesday,BROADVIEW AND QUEEN,9,S
Wednesday,QUEEN AND BROADVIEW,54,E
Wednesday,DUNDAS AND BLOOR,14,S
Wednesday,BATHURST AND QUEEN,10,S
Wednesday,BATHURST AND QUEEN,9,S
Wednesday,SPADINA AND KING,10,S
Wednesday,GERRARD AND GREENWOOD,10,E
Wednesday,BATHURST AND ROBINSON,7,N
Wednesday,SPADINA AND DUNDAS,10,N
Thursday,UNION STATION,30,S
Thursday,WILSON GARAGE,5,S
Thursday,WOLSELEY LOOP,5,E
Thursday,DUNDAS ST E AND BROADV,8,N
Thursday,LAKE SHORE AND KINGSWA,8,E
Thursday,BATHURST AND WOLSELEY,8,S
Thursday,ST CLAIR AND DUFFERIN,8,W
Thursday,GERRARD AND MUNRO,8,W
Thursday,GERRARD AND MUNRO,8,W
Thursday,BATHURST STATION,8,S
Thursday,GERRARD AND MUNRO,8,W
Thursday,SPADINA STATION,10,S
Thursday,QUEEN AND CHURCH,7,S
Thursday,FLEET LOOP,10,E
Thursday,DUNDAS AND YONGE,10,E
Thursday,GERRARD AND BROADVIEW,10,W
Thursday,QUEEN AND KINGSTON,10,E
Thursday,GERRARD AND MARJORY,16,E
Thursday,4127 QUEEN ST E,10,N
Thursday,DUNDAS AND DUFFERIN,14,W
Thursday,ST CLAIR STATION,10,E
Thursday,DUNDAS AND SPADINA,14,E
Friday,SPADINA STATION,30,W
Friday,KING AND SUDBURY,8,E
Friday,GERRARD AND ST. MATTHE,14,W
Friday,LONG BRANCH LOOP,10,W
Friday,QUEEN AND RIVER,18,W
Friday,KING AND BAY,5,W
Friday,DUFFERIN AND MELBOURNE,8,E
Friday,KING AND SUMACH,10,E
Friday,MUNRO AND GERRARD,20,W
Friday,ST CLAIR AND BATHURST,33,W
Friday,QUEEN AND SOHO,8,E
Friday,QUEENSWAY AND COLBORNE,8,W
Friday,QUEEN AND KINGSTON,10,E
Friday,QUEEN AND COXWELL,24,W
Friday,QUEEN AND RONCESVALLES,29,W
Friday,VICTORIA PARK STATION,7,N
Friday,QUEEN AND NEVILLE PARK,8,W
Friday,BATHURST STATION,28,N
Friday,926 GERRRAD ST E,13,E
Friday,DUNDAS AND BROADVIEW,10,N
Saturday,GERRARD AND BROADVIEW,10,E
Saturday,KING AND JAMESON,10,E
Saturday,WOLSELEY LOOP,4,E
Saturday,LONG BRANCH LOOP (OUTS,10,N
Saturday,GERRARD AND BLACKBURN,7,E
Saturday,ST CLAIR WEST STATION,8,W
Saturday,GERRARD AND SUMACH,7,E
Saturday,LAKESHORE AND HILLSIDE,7,W
Saturday,LONG BRANCH LOOP,6,E
Saturday,QUEEN AND SHAW,6,E
Saturday,LAKE SHORE AND 13TH,7,E
Saturday,KING AND SPADINA,10,W
Saturday,KING AND ATLANTIC,38,W
Saturday,QUEEN AND YORK,8,E
Saturday,QUEEN AND JOHN,8,W
Saturday,DUFFERIN AND KING,6,N
Saturday,RONCESVALLES AND QUEEN,10,W
Saturday,ROYAL YORK AND LAKE SH,7,W
Saturday,VICTORIA PARK STATION,7,W
Saturday,LAKE SHORE AND LONG BR,6,E
Saturday,LAKESHORE AND LONG BRA,6,W
Saturday,LAKE SHORE AND 33RD,6,E
Saturday,LAKESHORE AND THIRTY S,6,E
Saturday,COLLEGE AND AUGUSTA,16,E
Saturday,QUEEN AND O HARA,6,W
Saturday,KINGSTON AND MAIN,10,E
Saturday,SPADINA STATION,10,E
Saturday,GERRARD AND PARLIAMENT,9,W
Saturday,BINGHAM LOOP,10,W
Saturday,VICTORIA PARK STATION,28,W
Sunday,PARLIAMENT AND GERRARD,10,S
Sunday,BATHURST STATION,14,S
Sunday,COLLEGE AND UNIVERSITY,21,E
Sunday,ST CLAIR AND YONGE,6,E
Sunday,CHURCH AND QUEEN,20,E
Sunday,GERRARD AND JONES,10,E
Sunday,BAY AND ADELAIDE,26,E
Sunday,WOLSELEY LOOP,6,W
Sunday,QUEEN AND JONES,24,E
Sunday,55 PLEASANT BLVD,6,E
Sunday,QUEENS QUAY AND SPADIN,6,E
Sunday,DUNDAS AND UNIVERSITY,12,W
Sunday,FERRY DOCKS PLATFORM,34,E
Sunday,BAY AND QUEENSWAY,6,E
Sunday,CHURCH AND ADELAIDE,10,N
Sunday,DUNDAS AND RONCESVALLE,10,N
Sunday,DUNDAS AND BLOOR,12,W
Sunday,BATHURST AND ULSTER,10,S
Monday,DUNDAS W AND RONCESVAL,13,S
Monday,GERRARD AND COXWELL,26,W
Monday,SPADINA STATION,5,S
Monday,LANSDOWNE AND COLLEGE,14,W
Monday,ST CLAIR AND YONGE,8,E
Monday,KING AND BATHURST,10,W
Monday,DUNDAS AND UNIVERSITY,14,W
Monday,ST CLAIR AND SILVERTHO,6,W
Monday,BINGHAM LOOP,10,W
Monday,ST CLAIR AND OAKWOOD,6,W
Monday,COXWELL LOOP ( QUEEN A,10,S
Monday,KING AND BLUE JAYS WAY,9,E
Monday,ST CLAIR AND DUNVEGAN,8,W
Monday,KINGSTON ROAD AND HANN,10,E
Monday,KING AND SPADINA,20,E
Monday,KING AND YONGE,32,E
Monday,KING AND YONGE,33,B
Monday,ST CLAIR WEST AND OLD,8,E
Monday,GRERRARD AND WOODBINE,18,E
Monday,DUNDAS AND SUMACH,19,W
Monday,QUEENS QUAT AND LOWER,10,E
Monday,COXWELL AND GERRARD,13,E
Tuesday,CHARLOTTE LOOP,15,W
Tuesday,OLD STOCK YARD AND ST.,10,E
Tuesday,QUEEN AND KINGSTON,4,W
Tuesday,QUEEN AND KINGSTON,4,W
Tuesday,QUEEN AND KINGSTON,4,W
Tuesday,QUEEN AND KINGSTON,2,N
Tuesday,NEVILLE LOOP,4,W
Tuesday,GERRARD AND COXWELL,13,W
